Tipo de espacio público,Nombre de espacio público,Estado actual de conservación,Tarea realizada,Área Responsable,Fecha
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,06/03/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,05/03/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,05/03/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,27/02/2025
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Desmalezado,Higiene Urbana,27/02/2025
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,27/02/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,27/02/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,27/02/2025
Paseo y Espacios Públicos,FERIAGRO,Bueno,Limpieza,Higiene Urbana,27/02/2025
Paseo y Espacios Públicos,FERIAGRO,Bueno,Desmalezado,Higiene Urbana,27/02/2025
Plazas,ESPACIO I B° 13 DE DICIEMBRE EN JOSE HERNANDEZ,Bueno,Desmalezado,Higiene Urbana,26/02/2025
Paseo y Espacios Públicos,PASEO GUEVARA,Bueno,Limpieza,Higiene Urbana,26/02/2025
Paseo y Espacios Públicos,B° JUAN XXIII,Bueno,Limpieza,Higiene Urbana,26/02/2025
Paseo y Espacios Públicos,PASEO LIBERTAD,Bueno,Desmalezado,Higiene Urbana,26/02/2025
Plazas,PLAZA DE LOS BOMBEROS,Bueno,Desmalezado,Higiene Urbana,26/02/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,26/02/2025
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES,Bueno,Desmalezado,Higiene Urbana,25/02/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,25/02/2025
Paseo y Espacios Públicos,PUL,Bueno,Desmalezado,Higiene Urbana,24/02/2025
Paseo y Espacios Públicos,PUL,Bueno,Limpieza,Higiene Urbana,24/02/2025
Plazas,PLAZOLETA CIOPPO,Bueno,Limpieza,Higiene Urbana,24/02/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,24/02/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,24/02/2025
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Higiene Urbana,24/02/2025
Rotonda,PARQUE URBANO P.U.L,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,25/02/2025
Rotonda,BALCARCE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,25/02/2025
Rotonda,PUL,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,25/02/2025
P.E.S.,PASO Y SAN MARTIN,Bueno,Limpieza,Obras y EP,25/02/2025
Paseo y Espacios Públicos,HEROES DE MALVINAS,Bueno,Limpieza,Obras y EP,25/02/2025
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Limpieza,Obras y EP,25/02/2025
Rotonda,PASO Y SAN MARTIN,Bueno,Limpieza,Obras y EP,24/02/2025
Paseo y Espacios Públicos,PUL,Bueno,Desmalezado,Higiene Urbana,20/02/2025
Plazas,PLAZA DE LOS NIÑOS,Bueno,Desmalezado,Higiene Urbana,19/02/2025
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Desmalezado,Higiene Urbana,19/02/2025
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Limpieza,Higiene Urbana,19/02/2025
Plazas,B° LOS ROBLES,Regular,Limpieza,Higiene Urbana,19/02/2025
Plazas,B° CORDÓN DEL PLATA,Regular,Desmalezado,Higiene Urbana,21/02/2025
Plazas,B° CORDÓN DEL PLATA,Regular,Limpieza,Higiene Urbana,21/02/2025
Rotonda,PASO Y ALZAGA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,19/02/2025
Rotonda,PASO Y ALZAGA,Bueno,Riego ,Obras y EP,19/02/2025
Rotonda,PASO Y ALZAGA,Bueno,Limpieza,Obras y EP,19/02/2025
Rotonda,PANAMERICANA Y UGARTE,Bueno,Riego ,Obras y EP,19/02/2025
Rotonda,PANAMERICANA Y UGARTE,Bueno,Limpieza,Obras y EP,19/02/2025
Rotonda,RUTA 82 Y CARACOLES,Bueno,Riego ,Obras y EP,19/02/2025
Rotonda,RUTA 82 Y CARACOLES,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,19/02/2025
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,19/02/2025
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Limpieza,Obras y EP,18/02/2025
Rotonda,PANAMERICANA Y UGARTE,Bueno,Limpieza,Obras y EP,18/02/2025
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Limpieza,Obras y EP,18/02/2025
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Limpieza,Obras y EP,18/02/2025
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Bueno,Limpieza,Obras y EP,18/02/2025
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Limpieza,Obras y EP,18/02/2025
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Bueno,Limpieza,Obras y EP,18/02/2025
Rotonda,SAN MARTÍN Y BESARES,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,18/02/2025
Rotonda,SAN MARTÍN Y BESARES,Bueno,Riego ,Obras y EP,18/02/2025
Rotonda,SAN MARTÍN Y BESARES,Bueno,Limpieza,Obras y EP,18/02/2025
Plazas,B° ALTO DRUMMOND,Bueno,Desmalezado,Higiene Urbana,18/02/2025
Plazas,B° ALTO DRUMMOND,Bueno,Limpieza,Higiene Urbana,18/02/2025
Plazas,PLAZA B JARDIN FADER,Bueno,Limpieza,Higiene Urbana,17/02/2025
Plazas,B° PARQUE DRUMMOND,Bueno,Desmalezado,Higiene Urbana,17/02/2025
Plazas,B° PARQUE DRUMMOND,Bueno,Limpieza,Higiene Urbana,17/02/2025
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,17/02/2025
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Desmalezado,Higiene Urbana,17/02/2025
Plazas,PLAZA LAS ROSAS,Bueno,Desmalezado,Higiene Urbana,17/02/2025
Plazas,PLAZA LAS ROSAS,Bueno,Limpieza,Higiene Urbana,17/02/2025
Ciclovía,GUARDIA VIEJA (ALMTE BROWN-SAENZ PEÑA),Bueno,Limpieza,Higiene Urbana,13/02/2025
Ciclovía,GUARDIA VIEJA (ALMTE BROWN-SAENZ PEÑA),Bueno,Desmalezado,Higiene Urbana,13/02/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,13/02/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,13/02/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,12/02/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,12/02/2025
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES (ALBERTI-FERRI),Bueno,Desmalezado,Higiene Urbana,11/02/2025
Ciclovía,PANAMA (MATHEU-PASO),Regular,Desmalezado,Higiene Urbana,11/02/2025
Ciclovía,PANAMA (MATHEU-PASO),Regular,Desmalezado,Higiene Urbana,10/02/2025
Ciclovía,MATHEU (CUBILLOS-PANAMA),Regular,Limpieza,Higiene Urbana,10/02/2025
Plazas,PLAZA LAS PARRAS,Bueno,Limpieza,Higiene Urbana,07/02/2025
Plazas,PLAZA LAS PARRAS,Bueno,Desmalezado,Higiene Urbana,07/02/2025
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES,Bueno,Desmalezado,Higiene Urbana,06/02/2025
Plazas,PLAZA DE LOS BOMBEROS,Bueno,Desmalezado,Higiene Urbana,06/02/2025
Plazas,PLAZA DE LOS BOMBEROS,Bueno,Limpieza,Higiene Urbana,06/02/2025
Paseo y Espacios Públicos,PUERTO DESEADO,Bueno,Limpieza,Higiene Urbana,05/02/2025
Paseo y Espacios Públicos,PUERTO DESEADO,Bueno,Desmalezado,Higiene Urbana,05/02/2025
Plazas,B° JARDÍN VISTALBA,Bueno,Desmalezado,Higiene Urbana,05/02/2025
Plazas,B° JARDÍN VISTALBA,Bueno,Limpieza,Higiene Urbana,05/02/2025
Plazas,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Limpieza,Higiene Urbana,05/02/2025
Plazas,HUENTOTA,Bueno,Limpieza,Higiene Urbana,06/02/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,04/02/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Desmalezado,Higiene Urbana,04/02/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,04/02/2025
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Limpieza,Higiene Urbana,03/02/2025
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Desmalezado,Higiene Urbana,03/02/2025
Plazas,PLAZA LAS TINAJAS,Bueno,Desmalezado,Higiene Urbana,03/02/2025
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Higiene Urbana,03/02/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,03/02/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,03/02/2025
Plazas,PLAZA DE LOS ESCRITORES,Bueno,Desmalezado,Higiene Urbana,31/01/2025
Plazas,PLAZA DE LOS ESCRITORES,Bueno,Limpieza,Higiene Urbana,31/01/2025
Plazas,PLAZA DE LOS ESCRITORES,Bueno,Limpieza,Higiene Urbana,
Plazas,PLAZA DE LOS ESCRITORES,Bueno,Riego ,Higiene Urbana,31/01/2025
Plazas,B° CEC,Bueno,Riego ,Higiene Urbana,31/01/2025
Plazas,B° CEC,Bueno,Limpieza,Higiene Urbana,31/01/2025
Plazas,B° CEC,Bueno,Limpieza,Higiene Urbana,31/01/2025
Paseo y Espacios Públicos,CANTERO CENTRAL SAENZ PEÑA,Bueno,Limpieza,Higiene Urbana,31/01/2025
Paseo y Espacios Públicos,CANTERO CENTRAL SAENZ PEÑA,Bueno,Desmalezado,Higiene Urbana,31/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,31/01/2025
Plazas,PLAZA DE LOS NIÑOS,Bueno,Desmalezado,Higiene Urbana,30/01/2025
Plazas,B° CORDÓN DEL PLATA,Bueno,Desmalezado,Higiene Urbana,29/01/2025
Plazas,B° CORDÓN DEL PLATA,Bueno,Limpieza,Higiene Urbana,29/01/2025
Plazas,B° PARQUE DRUMMOND,Bueno,Limpieza,Higiene Urbana,29/01/2025
Plazas,B° PARQUE DRUMMOND,Bueno,Desmalezado,Higiene Urbana,29/01/2025
Plazas,B° ALTO DRUMMOND,Bueno,Desmalezado,Higiene Urbana,29/01/2025
Ciclovía,ALMIRANTE BROWN Y VIAMONTE,Bueno,Desmalezado,Higiene Urbana,28/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,28/01/2025
Plazas,PLAZA B°21 DE JULIO,Bueno,Desmalezado,Higiene Urbana,28/01/2025
Ciclovía,GUARDIA VIEJA (ALMTE BROWN-SAENZ PEÑA),Bueno,Desmalezado,Higiene Urbana,27/01/2025
Rotonda,INMIGRANTE,Bueno,Desmalezado,Higiene Urbana,27/01/2025
Rotonda,ROTONDA DE LA VIRGEN,Bueno,Desmalezado,Higiene Urbana,27/01/2025
Plazas,VISTA AL ALBA,Bueno,Desmalezado,Higiene Urbana,27/01/2025
Paseo y Espacios Públicos,FERIAGRO,Bueno,Desmalezado,Higiene Urbana,27/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,27/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,27/01/2025
Rotonda,PASO Y ALZAGA,Bueno,Limpieza,Obras y EP,31/01/2025
Rotonda,VIAMONTE Y ALMIRANTE BROWN,Bueno,Limpieza,Obras y EP,30/01/2025
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Limpieza,Obras y EP,30/01/2025
Rotonda,GAVIOLA Y PATRICIOS,Bueno,Limpieza,Obras y EP,30/01/2025
Rotonda,BOEDO ESTE,Bueno,Limpieza,Obras y EP,30/01/2025
Rotonda,BOEDO OESTE,Bueno,Limpieza,Obras y EP,30/01/2025
Rotonda,BOEDO Y SANDWICH DEL SUR,Bueno,Limpieza,Obras y EP,30/01/2025
P.E.S.,PARQUE CIVICO,Bueno,Limpieza,Obras y EP,30/01/2025
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Limpieza,Obras y EP,30/01/2025
Paseo y Espacios Públicos,HEROES DE MALVINAS,Bueno,Limpieza,Obras y EP,30/01/2025
P.E.S.,PASO Y SAN MARTIN,Bueno,Limpieza,Obras y EP,30/01/2025
Rotonda,PASO Y SAN MARTIN,Bueno,Limpieza,Obras y EP,30/01/2025
Rotonda,PASO Y ALZAGA,Bueno,Limpieza,Obras y EP,30/01/2025
Rotonda,PASO Y UGARTE,Bueno,Limpieza,Obras y EP,30/01/2025
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,30/01/2025
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Bueno,Limpieza,Obras y EP,30/01/2025
Rotonda,ARAOZ OESTE,Bueno,Limpieza,Obras y EP,30/01/2025
P.E.S.,BESARES Y SAN MARTÍN,Bueno,Limpieza,Obras y EP,30/01/2025
Rotonda,BESARES Y SAN MARTÍN,Bueno,Limpieza,Obras y EP,30/01/2025
Paseo y Espacios Públicos,PASEO LIBERTAD,Bueno,Limpieza,Obras y EP,24/01/2025
Paseo y Espacios Públicos,PASEO LIBERTAD,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,24/01/2025
Paseo y Espacios Públicos,PASEO LENCINAS,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,24/01/2025
Paseo y Espacios Públicos,PASEO LENCINAS,Bueno,Limpieza,Obras y EP,24/01/2025
P.E.S.,BONARDA Y PARQUE CÍVICO,Bueno,Limpieza,Obras y EP,24/01/2025
Plazas,TRIANGULO LUJÁN (GC),Regular,Limpieza,Delegación,23/01/2025
Plazas,PLAZA POTRERILLOS,Bueno,Limpieza,Delegación,23/01/2025
Plazas,PARQUE UNIVERSITARIO,Bueno,Limpieza,Delegación,23/01/2025
Plazas,B° VICTOR HUGO,Bueno,Limpieza,Higiene Urbana,23/01/2025
Plazas,B° VICTOR HUGO,Bueno,Limpieza,Delegación,23/01/2025
Plazas,B° VALLE DE AGRELO I ,Bueno,Limpieza,Delegación,23/01/2025
Plazas,PLAZA B° LOS OLIVOS,Bueno,Limpieza,Delegación,23/01/2025
Plazas,PLAZA B°21 DE JULIO,Bueno,Limpieza,Delegación,23/01/2025
Plazas,PLAZA B° BUENA VISTA,Bueno,Limpieza,Delegación,23/01/2025
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,22/01/2025
Plazas,B° URVISER,Bueno,Siembra,Obras y EP,22/01/2025
Plazas,B° URVISER,Bueno,Limpieza,Obras y EP,22/01/2025
Rotonda,INMIGRANTE,Bueno,Limpieza,Obras y EP,22/01/2025
Rotonda,INMIGRANTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,22/01/2025
Rotonda,PINCOLINI,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,22/01/2025
Rotonda,PINCOLINI,Bueno,Limpieza,Obras y EP,22/01/2025
Ciclovía,GUARDIA VIEJA (ALMTE BROWN-SAENZ PEÑA),Bueno,Desmalezado,Higiene Urbana,21/01/2025
Ciclovía,ALMTE BROWN (GUARDIA VIEJA-CACIQUE GLLEN),Bueno,Desmalezado,Higiene Urbana,20/01/2025
Rotonda,ROTONDA DE LA VIRGEN,Bueno,Desmalezado,Higiene Urbana,20/01/2025
Rotonda,ROTONDA DE LA VIRGEN,Bueno,Limpieza,Higiene Urbana,20/01/2025
Plazas,VISTA AL ALBA,Bueno,Limpieza,Higiene Urbana,20/01/2025
Plazas,VISTA AL ALBA,Bueno,Desmalezado,Higiene Urbana,20/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,20/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,20/01/2025
Paseo y Espacios Públicos,FERIAGRO,Bueno,Limpieza,Higiene Urbana,17/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,16/01/2025
Paseo y Espacios Públicos,FERIAGRO,Bueno,Desmalezado,Higiene Urbana,16/01/2025
Plazas,PASEO DE LAS ESTACIONES (ALBERTI-FERRI),Bueno,Desmalezado,Higiene Urbana,16/01/2025
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES (ALBERTI-FERRI),Bueno,Desmalezado,Higiene Urbana,15/01/2025
Plazas,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,15/01/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L.,Bueno,Limpieza,Higiene Urbana,15/01/2025
Plazas,NOGAL III,Bueno,Limpieza,Delegación,16/01/2025
Plazas,NOGAL I,Bueno,Limpieza,Delegación,16/01/2025
Rotonda,ARAOZ OESTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,16/01/2025
Rotonda,ARAOZ OESTE,Bueno,Riego ,Obras y EP,16/01/2025
Rotonda,ARAOZ OESTE,Bueno,Limpieza,Obras y EP,16/01/2025
Rotonda,BOEDO OESTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,15/01/2025
Rotonda,BOEDO OESTE,Bueno,Limpieza,Obras y EP,15/01/2025
Rotonda,BOEDO ESTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,15/01/2025
Rotonda,BOEDO ESTE,Bueno,Limpieza,Obras y EP,15/01/2025
P.E.S.,OLAVARRÍA Y TERRADA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,15/01/2025
P.E.S.,OLAVARRÍA Y TERRADA,Bueno,Limpieza,Obras y EP,15/01/2025
Plazas,PLAZA LAS TINAJAS,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,15/01/2025
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Obras y EP,15/01/2025
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,15/01/2025
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Bueno,Limpieza,Obras y EP,15/01/2025
Rotonda,PASO Y SAN MARTIN,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,15/01/2025
Rotonda,PASO Y SAN MARTIN,Bueno,Limpieza,Obras y EP,15/01/2025
P.E.S.,PASO Y SAN MARTIN,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,15/01/2025
P.E.S.,PASO Y SAN MARTIN,Bueno,Limpieza,Obras y EP,15/01/2025
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,15/01/2025
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Limpieza,Obras y EP,15/01/2025
Paseo y Espacios Públicos,HEROES DE MALVINAS,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,15/01/2025
Paseo y Espacios Públicos,HEROES DE MALVINAS,Bueno,Limpieza,Obras y EP,15/01/2025
Rotonda,PASO Y ALZAGA,Bueno,Riego ,Obras y EP,15/01/2025
Rotonda,PASO Y ALZAGA,Bueno,Limpieza,Obras y EP,15/01/2025
Rotonda,CORREDOR DEL OESTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,15/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Delegación,14/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Delegación,14/01/2025
Plazas,B° LAS ACHIRAS,Regular,Limpieza,Delegación,13/01/2025
Plazas,B° JUAN PABLO II,Bueno,Limpieza,Delegación,13/01/2025
Plazas,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Limpieza,Higiene Urbana,13/01/2025
Plazas,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Desmalezado,Higiene Urbana,13/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,13/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,13/01/2025
Plazas,PLAZOLETA CIOPPO,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,13/01/2025
Plazas,PLAZOLETA CIOPPO,Bueno,Limpieza,Obras y EP,13/01/2025
Paseo y Espacios Públicos,ESQUINA PUEYRREDON Y VIAMONTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,13/01/2025
Paseo y Espacios Públicos,ESQUINA PUEYRREDON Y VIAMONTE,Bueno,Riego ,Obras y EP,13/01/2025
Paseo y Espacios Públicos,ESQUINA PUEYRREDON Y VIAMONTE,Bueno,Limpieza,Obras y EP,13/01/2025
Rotonda,VIAMONTE Y LARREA,Bueno,Riego ,Obras y EP,13/01/2025
Rotonda,VIAMONTE Y LARREA,Bueno,Limpieza,Obras y EP,13/01/2025
Rotonda,INMIGRANTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,10/01/2025
Rotonda,INMIGRANTE,Bueno,Limpieza,Obras y EP,10/01/2025
Rotonda,PINCOLINI,Bueno,Limpieza,Obras y EP,10/01/2025
Plazas,PLAZA LAS ROSAS,Bueno,Desmalezado,Higiene Urbana,09/01/2025
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Desmalezado,Higiene Urbana,09/01/2025
Paseo y Espacios Públicos,CICLOVIA PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,09/01/2025
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,09/01/2025
Plazas,AROMAS DEL PLATA,Regular,Desmalezado,Delegación,08/01/2025
Plazas,ACCIONAR,Regular,Limpieza,Delegación,09/01/2025
Plazas,B° TERRAZAS DEL RIO,Regular,Limpieza,Higiene Urbana,08/01/2025
Rotonda,BALCARCE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,09/01/2025
Rotonda,BALCARCE,Bueno,Limpieza,Obras y EP,09/01/2025
Rotonda,ROTONDA DE LA VIRGEN,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,09/01/2025
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,09/01/2025
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Bueno,Limpieza,Obras y EP,09/01/2025
Plazas,PLAZA LAS TINAJAS,Bueno,Desmalezado,Higiene Urbana,07/01/2025
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Higiene Urbana,07/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,09/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,09/01/2025
Paseo y Espacios Públicos,LUJAN PLAYA (BAJADA AL RIO),Bueno,Limpieza,Higiene Urbana,08/01/2025
Paseo y Espacios Públicos,LUJAN PLAYA (BAJADA AL RIO),Bueno,Desmalezado,Higiene Urbana,08/01/2025
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Desmalezado,Higiene Urbana,07/01/2025
Plazas,PLAZA DE LOS NIÑOS,Bueno,Desmalezado,Higiene Urbana,07/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,07/01/2025
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Desmalezado,Higiene Urbana,06/01/2025
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Desmalezado,Higiene Urbana,06/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,06/01/2025
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,06/01/2025
,,,,,
P.E.S.,SAN MARTÍN Y BESARES,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,08/01/2025
P.E.S.,SAN MARTÍN Y BESARES,Bueno,Limpieza,Obras y EP,08/01/2025
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,08/01/2025
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Limpieza,Obras y EP,08/01/2025
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Bueno,Limpieza,Obras y EP,08/01/2025
Rotonda,RUTA 82 Y CARACOLES,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,08/01/2025
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,08/01/2025
,,,,,
Ciclovía,RUTA 15 (PTE RIO-FUNES),Bueno,Limpieza,Higiene Urbana,06/01/2025
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES (ALBERTI-FERRI),Bueno,Desmalezado,Higiene Urbana,02/01/2025
Plazas,PLAZA LAS ROSAS,Bueno,Desmalezado,Higiene Urbana,02/01/2025
Plazas,PLAZA LAS ROSAS,Bueno,Limpieza,Higiene Urbana,02/01/2025
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,02/01/2025
Plazas,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Limpieza,Higiene Urbana,02/01/2025
Plazas,PLAZA VILLA DEL RIO (CEC),Bueno,Limpieza,Higiene Urbana,02/01/2025
Plazas,B° CEC,Bueno,Limpieza,Higiene Urbana,02/01/2025
Plazas,RIÑON EN CALLE JJ PASO,Bueno,Limpieza,Delegación,30/12/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS (CARRODILLA-PASO),Bueno,Limpieza,Obras y EP,30/12/2024
Plazas,PLAZOLETA AYMONT,Bueno,Mantenimiento de texturas,Obras y EP,27/12/2024
