USO,ORDEN_U,COD_USO,DESTINO,UEA,ZAI,ZAE,ZAGT,ZC,ZCM1,ZCM2,ZCM3,ZCM4,ZCM5,ZCON,ZCA,ZED,ZEPM,ZI,ZIA,ZIN,ZIP,ZPET,ZREC1,ZREC2,ZPRIL,ZRA1,ZRA2,ZRA3,ZRA4,ZRA5,ZRPUC,ZR1,ZR2,ZR3,ZR4,ZR5,ZRM1,ZRM2,ZRM3,ZRM5,ZRM6,ZRUR1,ZRUR2,ZVIT,ZRURNI1,ZRURNI2,ZSER
COMERCIO,TIPO II,CO_TII,VENTA MINORISTA DE COMBUSTIBLES GASEOSOS DE USO DOMICILIARIO,SI,3,3,1,3,1,1,3,3,3,219,3,3,1,1,1,3,3,3,219,219,3,3,3,3,3,3,3,3,3,3,3,3,211,211,211 218,3,219,1,1,216,3,3,27
COMERCIO,TIPO II,CO_TII,"VENTA MINORISTA DE DURMIENTES, ESTACAS, POSTES",NO,3,3,1,3,1,1,3,3,3,219,3,3,1,1,1,3,3,3,219,219,3,3,3,3,3,3,3,3,3,3,3,3,211,211,211 218,3,219,1,1,216,3,3,27
COMERCIO,TIPO II,CO_TII,VENTA MINORISTA DE FERRETERÍA INDUSTRIAL,NO,3,3,1,3,1,1,3,3,3,219,3,3,1,1,1,3,3,3,219,219,3,3,3,3,3,3,3,3,3,3,3,3,211,211,211 218,3,219,1,1,216,3,3,27
COMERCIO,TIPO III,CO_TIII,VENTA ACCESORIOS DE OFICINA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ACCESORIOS Y REPUESTOS DE ARTÍCULOS DEL HOGAR,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ACCESORIOS Y REPUESTOS PARA AUTOMOTORES,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,AEROMODELISMO.,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"AGENCIAS DE LOTERÍAS, QUINIELA, ETC.",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,AGENCIAS DE TURISMO,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ALARMAS Y SISTEMAS DE SEGURIDAD,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ALFARERÍAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ALFOMBRAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ALIMENTOS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ALIMENTOS PARA AVES Y ANIMALES DOMÉSTICOS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,ALMACENES MINORISTAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA AMOBLAMIENTOS (PLACARES, BAJO MESADAS)",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ANIMALES DOMÉSTICOS,SI,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ANTIGÜEDADES,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA APARATOS Y EQUIPOS DE TELEFONÍA Y COMUNICACIÓN,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARMERÍA Y CUCHILLERÍA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTEFACTOS PARA ILUMINACIÓN,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTESANÍAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULO PARA CIRUGÍA Y ODONTOLOGÍA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULO PARA DEPORTES,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA ARTÍCULOS DE POLIETILENO, PLÁSTICO Y GOMA",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE AUDIO-VIDEO,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE COSMÉTICA Y MAQUILLAJE,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,AVENTA RTÍCULOS DE COTILLÓN,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE DECORACIÓN,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE DEPORTES Y CAMPING,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA ARTÍCULOS DE FERRETERÍA, ELECTRICIDAD Y PINTURA",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE GASTRONOMÍA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE GOMA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE IMPERMEABILIZACIONES,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA ARTÍCULOS DE JOYERÍA, BIJOUTERIE Y ALHAJAS",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA ARTÍCULOS DE LIBRERÍA, JUGUETERÍA Y DISCOS",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE LIMPIEZA Y MENAJE,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE LIMPIEZA Y TOCADOR,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE MÚSICA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE PELUQUERÍA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA ARTÍCULOS DE PERFUMERÍA, COSMÉTICA Y MAQUILLAJE",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE PLÁSTICO Y DE EMBALAJE,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE VESTIR Y SASTRERÍAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA ARTÍCULOS DEL HOGAR, ARTEFACTOS Y SUS REPUESTOS",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS PARA TAPICERÍAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS REGIONALES,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA AUTOMOTORES,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,AUTOSERVICIOS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA BANDERAS, BANDERINES, ESCUDOS, LETRAS, CHAPAS, SEÑALES, ETC.",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA BAZARES, MENAJE, PLATERÍA, CRISTALES Y DEL HOGAR",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA BEBÉ- NIÑOS- DAMAS- CABALLEROS- BLANCO - ZAPATERÍA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA BEBIDAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA BICICLETAS, NUEVAS Y ACCESORIOS. ALQUILER",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA BOMBONERÍA, CHOCOLATERÍA Y VENTAS DE GOLOSINAS",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA BOTONERÍA – FANTASÍA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA BOUTIQUE Y ARTÍCULOS DE VESTIR, INDUMENTARIA EN GENERAL",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA BULONES Y/O TORNILLOS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA CAFÉ, TÉ, ESPECIAS",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CALZADOS (ZAPATERÍAS),NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CÁMARAS Y CUBIERTAS DE AUTOMOTORES,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA CAMPING, ARTÍCULOS DE",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CANASTERÍA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CARPAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CARTONERÍA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,CASA DE MÚSICA- VENTA DE INSTRUMENTOS MUSICALES,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CASAS DE MODAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CASAS DE MÚSICA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CASAS DE REMATES (COMPRAVENTA),NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CAUCHO,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE CAZA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA ARTÍCULOS DE CERRAJERÍAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CHOCOLATERÍA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CIELORRASOS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CIGARRERÍAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA CINE, FOTOGRAFÍA",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA CIRUGÍA, ODONTOLOGÍA, ARTÍCULOS DE",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA COLCHONERÍA,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,COMPRA VENTA ARTÍCULOS VARIOS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,COMPRA Y VENTA DE AUTOMOTORES,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,COMPRAVENTA DE ARTÍCULOS DEL HOGAR,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"COMPRAVENTA ORO, ALHAJAS",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA COMPUTADORAS E INSUMOS INFORMÁTICOS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,CONCESIONARIO,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"CONFITERÍAS (VENTA DE MASAS, FACTURAS, TORTAS, BOMBONERÍA, ETC.)",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CRISTALERÍAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA CUADROS, MARCOS, ESPEJOS ENMARCADOS",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA CUCHILLERÍAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA CUERO, ARTÍCULOS DE",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA CULTO, SANTERÍA, ARTÍCULOS DE",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA DEPORTES, ARTÍCULOS DE",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,DESPENSAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA DIBUJO, ARTÍCULOS DE",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA DISQUERÍAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA DROGUERÍAS,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,VENTA EDITORIALES,NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
COMERCIO,TIPO III,CO_TIII,"VENTA ELÉCTRICOS, ARTÍCULOS",NO,3,3,1,1,1,1,219,1,1,219,3,1,1,3,3,216 222,216 222,219,219,219,219,1,1,1,219,219,3,211,211,211,211,221,1,1,218,211 221,1,1,1,216,1,1,219 222
